FID,straatnaam,huisnummer,huisletter,toevoeging,woonplaats,postcode,geom
inspireadressen.10497,Prins Hendrikkade,510,M,,Amsterdam,1011TE,POINT (122174.01449999998 487536.3404999999)
inspireadressen.10498,Amsteldijk,732,B,,Amsterdam,1074JH,POINT (122474.53800000002 484865.206)
inspireadressen.10499,Zwarte Pad,14,,,Amsterdam,1069MN,POINT (114047.94562234837 484157.47313170944)
inspireadressen.10500,Ringvaartdijk,26,,,Amsterdam,1066DE,POINT (114594.35450000002 483596.984)
inspireadressen.10501,Zwarte Pad,13,,,Amsterdam,1069MN,POINT (114074.16154760499 484139.23211485485)
inspireadressen.10502,Ringvaartdijk,28,,,Amsterdam,1066DE,POINT (114604.48199999999 483579.50299999997)
inspireadressen.10503,Ringvaartdijk,102,,,Amsterdam,1066DJ,POINT (115276.96702373635 482904.1580644327)
inspireadressen.10504,Zwarte Pad,12,,,Amsterdam,1069MN,POINT (114103.3430507876 484119.70360524434)
inspireadressen.10505,Ringvaartdijk,104,,,Amsterdam,1066DJ,POINT (115295.75873110633 482891.79369971546)
inspireadressen.10506,Ringvaartdijk,34,,,Amsterdam,1066DE,POINT (114634.88233040088 483528.5461779459)
inspireadressen.10507,Zwarte Pad,9,,,Amsterdam,1069MN,POINT (114149.57144184936 484087.59441162006)
inspireadressen.10508,Ringvaartdijk,108,,,Amsterdam,1066DJ,POINT (115334.0995 482863.6385)
inspireadressen.10509,Ringvaartdijk,36,,,Amsterdam,1066DE,POINT (114645.89037827952 483509.58030345046)
inspireadressen.10510,Ringvaartdijk,110,,,Amsterdam,1066DJ,POINT (115356.69961915944 482850.85806435894)
inspireadressen.10511,Ringvaartdijk,6,,,Amsterdam,1066DE,POINT (114507.10966539048 483737.9353379975)
inspireadressen.10512,Ringvaartdijk,112,,,Amsterdam,1066DJ,POINT (115375.92450000001 482837.1334999999)
inspireadressen.10513,Ringvaartdijk,38,,,Amsterdam,1066DE,POINT (114657.64755553532 483493.08011978725)
inspireadressen.10514,Ringvaartdijk,114,,,Amsterdam,1066DJ,POINT (115397.46100000002 482821.02550000005)
inspireadressen.10515,Ringvaartdijk,8,,,Amsterdam,1066DE,POINT (114518.967 483718.7190000001)
inspireadressen.10516,Ringvaartdijk,68,,,Amsterdam,1066DE,POINT (114852.86159283548 483199.6952590759)
inspireadressen.10517,Ringvaartdijk,46,,,Amsterdam,1066DE,POINT (114702.5485 483416.5165)
inspireadressen.10518,Ringvaartdijk,48,,,Amsterdam,1066DE,POINT (114711.0605 483400.225)
inspireadressen.10519,Ringvaartdijk,50,A,,Amsterdam,1066DE,POINT (114719.73643491705 483387.4043941358)
inspireadressen.10520,Ringvaartdijk,70,,,Amsterdam,1066DE,POINT (114874.65238115161 483183.68073070113)
inspireadressen.10521,Ringvaartdijk,72,,,Amsterdam,1066DE,POINT (114892.99086827216 483166.89202624717)
inspireadressen.10522,Ringvaartdijk,74,,,Amsterdam,1066DE,POINT (114918.78573606444 483152.3474484273)
inspireadressen.10523,Ringvaartdijk,76,,,Amsterdam,1066DJ,POINT (114934.36211854257 483138.40306045546)
inspireadressen.10524,Ringvaartdijk,78,,,Amsterdam,1066DJ,POINT (114954.14883746253 483125.07237961213)
inspireadressen.10525,Ringvaartdijk,82,,,Amsterdam,1066DJ,POINT (114993.45500000002 483099.074)
inspireadressen.10526,Ringvaartdijk,14,,,Amsterdam,1066DE,POINT (114546.80730016524 483674.0692737996)
inspireadressen.10527,Ringvaartdijk,16,,,Amsterdam,1066DE,POINT (114554.2191684158 483662.27265276416)
inspireadressen.10528,Ringvaartdijk,66,,,Amsterdam,1066DE,POINT (114834.34168434866 483218.6049506561)
inspireadressen.10529,Prins Hendrikkade,511,A,,Amsterdam,1011TE,POINT (122203.47453219094 487509.1455558495)
inspireadressen.10530,Prins Hendrikkade,511,B,,Amsterdam,1011TE,POINT (122219.51228497228 487527.1237386862)
inspireadressen.10531,Prins Hendrikkade,511,C,,Amsterdam,1011TE,POINT (122240.21199999998 487550.784)
inspireadressen.10532,Prins Hendrikkade,511,D,,Amsterdam,1011TE,POINT (122246.12650000003 487545.55000000005)
inspireadressen.10533,Prins Hendrikkade,511,E,,Amsterdam,1011TE,POINT (122251.81400000001 487540.202)
inspireadressen.10534,Prins Hendrikkade,511,F,,Amsterdam,1011TE,POINT (122257.8425 487534.512)
inspireadressen.10535,Prins Hendrikkade,511,G,,Amsterdam,1011TE,POINT (122235.86928497226 487511.9947386862)
inspireadressen.10536,Prins Hendrikkade,511,H,,Amsterdam,1011TE,POINT (122219.62546780906 487494.3524441505)
inspireadressen.10537,De Wittenkade,160,W,,Amsterdam,1051AN,POINT (120089.34850000001 488323.56399999995)
inspireadressen.10538,Zeeburgerpad,124,,,Amsterdam,1019DX,POINT (125221.68720985312 486692.02101350896)
inspireadressen.10539,Hugo de Grootkade,28,W,,Amsterdam,1052LS,POINT (119965.13549999996 487355.1625)
inspireadressen.10540,Cas Oorthuyskade,25,,,Amsterdam,1087DP,POINT (127887.35749999998 485957.0329999999)
inspireadressen.10541,Cas Oorthuyskade,27,,,Amsterdam,1087DP,POINT (127896.62649999998 485960.4765)
inspireadressen.10542,Cas Oorthuyskade,29,,,Amsterdam,1087DP,POINT (127904.54499999997 485965.90400000004)
inspireadressen.10543,Cas Oorthuyskade,31,,,Amsterdam,1087DP,POINT (127912.4635 485971.33150000003)
inspireadressen.10544,Cas Oorthuyskade,33,,,Amsterdam,1087DP,POINT (127919.026 485978.739)
inspireadressen.10545,Cas Oorthuyskade,35,,,Amsterdam,1087DP,POINT (127926.9446554892 485984.1665034823)
inspireadressen.10546,Cas Oorthuyskade,37,,,Amsterdam,1087DP,POINT (127934.86334451078 485989.5944965176)
inspireadressen.10547,Cas Oorthuyskade,39,,,Amsterdam,1087DP,POINT (127942.78249999997 485995.02199999994)
inspireadressen.10548,Cas Oorthuyskade,41,,,Amsterdam,1087DP,POINT (127950.70115896556 486000.4498496702)
inspireadressen.10549,Cas Oorthuyskade,43,,,Amsterdam,1087DP,POINT (127958.61984452291 486005.87749651057)
inspireadressen.10550,Cas Oorthuyskade,49,,,Amsterdam,1087DP,POINT (127982.3766554892 486022.1605034824)
inspireadressen.10551,Cas Oorthuyskade,51,,,Amsterdam,1087DP,POINT (127990.29534451079 486027.5884965176)
inspireadressen.10552,Cas Oorthuyskade,53,,,Amsterdam,1087DP,POINT (127998.2145 486033.01599999995)
inspireadressen.10553,Cas Oorthuyskade,55,,,Amsterdam,1087DP,POINT (128006.13315547706 486038.44350348925)
inspireadressen.10554,Cas Oorthuyskade,57,,,Amsterdam,1087DP,POINT (128014.05184452291 486043.87149651063)
inspireadressen.10555,Cas Oorthuyskade,59,,,Amsterdam,1087DP,POINT (128021.971 486049.299)
inspireadressen.10556,Cas Oorthuyskade,61,,,Amsterdam,1087DP,POINT (128029.89015547709 486054.72650348936)
inspireadressen.10557,Cas Oorthuyskade,63,,,Amsterdam,1087DP,POINT (128037.8083445108 486060.1544965177)
inspireadressen.10558,Cas Oorthuyskade,65,,,Amsterdam,1087DP,POINT (128045.7275 486065.58199999994)
inspireadressen.10559,Cas Oorthuyskade,67,,,Amsterdam,1087DP,POINT (128055.08411251451 486070.2375598602)
inspireadressen.10560,Oostenburgerkade,7,,,Amsterdam,1018NG,POINT (123616.13226709433 486937.4287243749)
inspireadressen.10561,Ruysdaelkade,6,,,Amsterdam,1072AG,POINT (120917.90370073641 485818.9315846962)
inspireadressen.10562,Johan van Hasseltkade,301,,,Amsterdam,1032LP,POINT (122060.679 489880.444)
inspireadressen.10563,Willem Fenengastraat,20,,,Amsterdam,1096BP,POINT (122865.83610419008 483044.53583533294)
inspireadressen.10564,Singel,39,G,,Amsterdam,1012VC,POINT (121312.58419644243 487820.8523671853)
inspireadressen.10565,Oostzanerdijk,21,,,Amsterdam,1035RA,POINT (121640.5585 492114.3745000001)
inspireadressen.10566,Mauritskade,65,,,Amsterdam,1092AD,POINT (123380.7959998953 486336.4593133805)
inspireadressen.10567,Oude Haagseweg,171,,,Amsterdam,1066DD,POINT (115775.58400000002 482562.201)
inspireadressen.10568,Schollenbrugstraat,1,,,Amsterdam,1091EX,POINT (122734.716 484657.03949999996)
inspireadressen.10569,Borneokade,62,C,,Amsterdam,1019AW,POINT (124995.15382432297 487096.1105903667)
inspireadressen.10570,Borneokade,62,D,,Amsterdam,1019AW,POINT (125005.58117567701 487097.93040963326)
inspireadressen.10571,Levantkade,96,,,Amsterdam,1019BG,POINT (124695.0557730374 487679.44652888575)
inspireadressen.10572,Levantkade,98,,,Amsterdam,1019BG,POINT (124703.03799999999 487679.8249999999)
inspireadressen.10573,Cas Oorthuyskade,1,,,Amsterdam,1087DP,POINT (127793.64799999999 485886.8935)
inspireadressen.10574,Cas Oorthuyskade,3,,,Amsterdam,1087DP,POINT (127800.25399999999 485897.331)
inspireadressen.10575,Cas Oorthuyskade,5,,,Amsterdam,1087DP,POINT (127808.1726554892 485902.7585034823)
inspireadressen.10576,Cas Oorthuyskade,7,,,Amsterdam,1087DP,POINT (127816.09099999997 485908.1859999999)
inspireadressen.10577,Cas Oorthuyskade,9,,,Amsterdam,1087DP,POINT (127824.0093445108 485913.6134965176)
inspireadressen.10578,Cas Oorthuyskade,11,,,Amsterdam,1087DP,POINT (127831.92799999999 485919.04099999997)
inspireadressen.10579,Cas Oorthuyskade,13,,,Amsterdam,1087DP,POINT (127839.84634451079 485924.4684965177)
inspireadressen.10580,Cas Oorthuyskade,15,,,Amsterdam,1087DP,POINT (127847.76515547709 485929.89550348936)
inspireadressen.10581,Cas Oorthuyskade,17,,,Amsterdam,1087DP,POINT (127855.68334451082 485935.3234965176)
inspireadressen.10582,Cas Oorthuyskade,19,,,Amsterdam,1087DP,POINT (127863.60215547704 485940.7505034894)
inspireadressen.10583,Cas Oorthuyskade,21,,,Amsterdam,1087DP,POINT (127871.5203445108 485946.17849651765)
inspireadressen.10584,Cas Oorthuyskade,23,,,Amsterdam,1087DP,POINT (127879.43915547708 485951.6055034894)
inspireadressen.10585,Cas Oorthuyskade,45,,,Amsterdam,1087DP,POINT (127966.53884452292 486011.3054965107)
inspireadressen.10586,Cas Oorthuyskade,47,,,Amsterdam,1087DP,POINT (127974.45815547708 486016.7325034893)
inspireadressen.10587,Dijksgracht,4,D,,Amsterdam,1019BS,POINT (122683.3774449842 487701.3016954158)
inspireadressen.10588,IJsbaanpad,90,,,Amsterdam,1076CW,POINT (118330.74120101631 483981.5121403664)
inspireadressen.10589,IJsbaanpad,92,,,Amsterdam,1076CW,POINT (118336.1505 483992.343)
inspireadressen.10590,Singel,54,G,,Amsterdam,1015AB,POINT (121331.66449662266 487884.41127898666)
inspireadressen.10591,Ringdijk,102,,,Amsterdam,1097AH,POINT (122750.91199999998 484640.70200000005)
inspireadressen.10592,Ranonkelkade,16,N,,Amsterdam,1031XS,POINT (122288.35499395891 489003.6208432748)
inspireadressen.10593,Zoutkeetsgracht,7,K,,Amsterdam,1013LC,POINT (121129.19899999998 489050.65949999995)
inspireadressen.10594,Singel,303,,,Amsterdam,1012WH,POINT (121027.40995989225 487091.96557353024)
inspireadressen.10595,Ringdijk,103,,,Amsterdam,1097AH,POINT (122742.79000000001 484634.86850000004)
inspireadressen.10596,Zuiddijk W,1,,,Zuidoostbeemster,1461ED,POINT (124835.68049999999 502870.8905)
inspireadressen.10597,Singel,175,,,Amsterdam,1012VK,POINT (121100.47820394277 487476.94672122144)
inspireadressen.10598,Oostdijk W,5,,,Zuidoostbeemster,1461DV,POINT (125597.53184480789 503288.4331904223)
inspireadressen.10599,Singel,177,,,Amsterdam,1012VK,POINT (121093.29612872693 487450.59736506606)
inspireadressen.10600,Johan van Hasseltkade,253,B,,Amsterdam,1032LP,POINT (122177.29891670078 489789.23533622193)
inspireadressen.10601,Valkenburgerstraat,76,A,,Amsterdam,1011LZ,POINT (122280.9976489198 487044.18812873843)
inspireadressen.10602,Ringdijk,101,,,Amsterdam,1097AH,POINT (122761.879199432 484648.88968027494)
inspireadressen.10603,Zandhoek,23,,,Amsterdam,1013KT,POINT (121192.35348359107 489016.55840304453)
inspireadressen.10604,Zandhoek,24,,,Amsterdam,1013KT,POINT (121191.23585668943 489036.71960396913)
inspireadressen.10605,Hugo de Grootkade,94,W,,Amsterdam,1052LX,POINT (119654.80711798948 487255.1680012175)
inspireadressen.10606,Joan Muyskenweg,23,A,,Amsterdam,1096CJ,POINT (122906.88150000002 482828.8705000001)
inspireadressen.10607,Joan Muyskenweg,23,B,,Amsterdam,1096CJ,POINT (122916.29096865043 482806.2343755306)
inspireadressen.10608,Amstel,310,G,,Amsterdam,1017AP,POINT (121996.65852786705 486094.00589429005)
inspireadressen.10609,Joan Muyskenweg,18,E,,Amsterdam,1096CJ,POINT (122859.17005276632 482936.5251352935)
inspireadressen.10610,Johan van Hasseltkade,201,,,Amsterdam,1032LP,POINT (122340.13971468083 489700.1583700321)
inspireadressen.10611,Johan van Hasseltkade,205,B,,Amsterdam,1032LP,POINT (122330.49645480019 489686.32696959574)
inspireadressen.10612,Johan van Hasseltkade,211,B,,Amsterdam,1032LP,POINT (122307.31181740726 489687.0993643648)
inspireadressen.10613,Nieuwesluizerweg,1,,,Wieringerwaard,1766GN,POINT (121980.65886393827 538389.4814845405)
inspireadressen.10614,Oostdijk W,19,,,Zuidoostbeemster,1461DV,POINT (125305.52263599257 503100.54241121595)
inspireadressen.10615,Amstel,352,,,Amsterdam,1017AS,POINT (122036.72140513551 485982.87706134014)
inspireadressen.10616,Willem Fenengastraat,22,,,Amsterdam,1096BP,POINT (122879.25410419005 483012.6148353328)
inspireadressen.10617,Borneosteiger,7,,,Amsterdam,1019KM,POINT (124381.08925628845 486972.4642142074)
inspireadressen.10618,Surinamekade,5,F,,Amsterdam,1019BH,POINT (124618.35884236167 487847.61116596597)
inspireadressen.10619,Singel,291,,,Amsterdam,1012WH,POINT (121031.20321948185 487123.71484976355)
inspireadressen.10620,Singel,299,K,,Amsterdam,1012WH,POINT (121029.076 487105.80149999994)
inspireadressen.10621,Panamakade,27,B,,Amsterdam,1019AX,POINT (124713 487293.38899999997)
inspireadressen.10622,Korte Papaverweg,2,,,Amsterdam,1032KB,POINT (122494.75330008025 489578.57804159046)
inspireadressen.10623,Sixhavenweg,23,,,Amsterdam,1021HG,POINT (122172.514 488353.37849999993)
inspireadressen.10624,Sixhavenweg,24,,,Amsterdam,1021HG,POINT (122157.14978093521 488331.3997755229)
inspireadressen.10625,Mariadistelkade,6,,,Amsterdam,1031JW,POINT (122306.44540486694 489631.341840459)
inspireadressen.10626,Haparandadam,12,A,,Amsterdam,1013AK,POINT (120626.89093423692 490048.1336658832)
inspireadressen.10627,Haparandadam,12,B,,Amsterdam,1013AK,POINT (120634.07801185566 490053.9168652441)
inspireadressen.10628,Borneosteiger,4,,,Amsterdam,1019KM,POINT (124367.11757376965 486977.24100151897)
inspireadressen.10629,Borneosteiger,5,,,Amsterdam,1019KM,POINT (124372.15154396824 486975.14099889994)
inspireadressen.10630,Johan van Hasseltkade,239,A,,Amsterdam,1032LP,POINT (122209.79873579905 489783.6262312243)
inspireadressen.10631,Ringdijk,100,,,Amsterdam,1097AH,POINT (122774.06272898303 484657.6404284357)
inspireadressen.10632,Joan Muyskenweg,23,C,,Amsterdam,1096CJ,POINT (122925.7025 482783.5935000001)
inspireadressen.10633,Borneosteiger,2,,,Amsterdam,1019KM,POINT (124356.37749335557 486978.95243325504)
inspireadressen.10634,Borneosteiger,3,,,Amsterdam,1019KM,POINT (124362.360175156 486978.35720863246)
inspireadressen.10635,Borneosteiger,6,,,Amsterdam,1019KM,POINT (124376.84063731725 486974.5583980559)
inspireadressen.10636,Borneosteiger,8,,,Amsterdam,1019KM,POINT (124386.43407100522 486971.7085182287)
inspireadressen.10637,Sluisweg,20,a,,Anna Paulowna,1761JV,POINT (120492.03354124978 544396.1513146369)
inspireadressen.10638,Johan van Hasseltkade,253,A,,Amsterdam,1032LP,POINT (122171.73722723733 489794.70684772386)
inspireadressen.10639,Johan van Hasseltkade,239,B,,Amsterdam,1032LP,POINT (122203.65906895339 489788.21732261)
inspireadressen.10640,Johan van Hasseltkade,225,A,,Amsterdam,1032LP,POINT (122262.9135 489750.9904999999)
inspireadressen.10641,Johan van Hasseltkade,227,A,,Amsterdam,1032LP,POINT (122245.01704166371 489758.4979299597)
inspireadressen.10642,Johan van Hasseltkade,227,B,,Amsterdam,1032LP,POINT (122245.01704166371 489758.4979299597)
inspireadressen.10643,Johan van Hasseltkade,229,,,Amsterdam,1032LP,POINT (122254.60388545174 489740.21388327907)
inspireadressen.10644,Johan van Hasseltkade,231,B,,Amsterdam,1032LP,POINT (122234.94130040174 489752.12543533405)
inspireadressen.10645,Johan van Hasseltkade,221,,,Amsterdam,1032LP,POINT (122284.96382602275 489702.2446015583)
inspireadressen.10646,Oostdijk W,4,,,Zuidoostbeemster,1461DV,POINT (125604.90179406038 503310.9327670542)
inspireadressen.10647,Oostdijk W,9,,,Zuidoostbeemster,1461DV,POINT (125486.99662648822 503207.4768403365)
inspireadressen.10648,Oostdijk W,11,,,Zuidoostbeemster,1461DV,POINT (125456.74930251438 503191.2679513618)
inspireadressen.10649,Oostdijk W,15,,,Zuidoostbeemster,1461DV,POINT (125380.23915806576 503151.56384630396)
inspireadressen.10650,Oostdijk W,20,,,Zuidoostbeemster,1461DV,POINT (125293.20195667545 503082.25212999625)
inspireadressen.10651,Oostdijk W,24,,,Zuidoostbeemster,1461DV,POINT (125247.7985 503009.2475000001)
inspireadressen.10652,Oostdijk W,26,,,Zuidoostbeemster,1461DV,POINT (125219.07549999998 502966.7384999999)
inspireadressen.10653,Oostdijk W,27,,,Zuidoostbeemster,1461DV,POINT (125205.86254849029 502946.80388379307)
inspireadressen.10654,Oostdijk W,2,,,Zuidoostbeemster,1461DV,POINT (125607.945 503358.866)
inspireadressen.10655,Oostdijk W,28,,,Zuidoostbeemster,1461DV,POINT (125190.421 502922.3054999999)
inspireadressen.10656,Zuiddijk W,2,,,Zuidoostbeemster,1461ED,POINT (124891.42219282483 502864.7854886221)
inspireadressen.10657,Johan van Hasseltkade,247,,,Amsterdam,1032LP,POINT (122192.8499665825 489762.10965801356)
inspireadressen.10658,Johan van Hasseltkade,249,A,,Amsterdam,1032LP,POINT (122183.50750052113 489805.1466098154)
inspireadressen.10659,Johan van Hasseltkade,249,B,,Amsterdam,1032LP,POINT (122179.82301061634 489800.52002101747)
inspireadressen.10660,Johan van Hasseltkade,241,A,,Amsterdam,1032LP,POINT (122215.03199455912 489768.547664756)
inspireadressen.10661,Gashouderstraat,24,,,De Rijp,1483AL,POINT (118588.68306117119 507970.90047961083)
inspireadressen.10662,Noorderstraat,77,b,,West-Graftdijk,1486MZ,POINT (114704.62437180025 508128.29859249707)
inspireadressen.10663,Johan van Hasseltkade,241,B,,Amsterdam,1032LP,POINT (122211.27549857435 489763.44760030747)
inspireadressen.10664,Nieuwesluis,36,,,Wieringerwaard,1766GB,POINT (121654.6111621103 538986.5814410894)
inspireadressen.10665,Johan van Hasseltkade,243,,,Amsterdam,1032LP,POINT (122198.44065771364 489776.23630658386)
inspireadressen.10666,Johan van Hasseltkade,245,,,Amsterdam,1032LP,POINT (122205.48021368038 489754.0332768083)
inspireadressen.10667,Johan van Hasseltkade,211,A,,Amsterdam,1032LP,POINT (122313.53483184476 489683.8389497797)
inspireadressen.10668,De Meelzak,18,,,De Rijp,1483AV,POINT (118805.7462544295 507959.98459899303)
inspireadressen.10669,Johan van Hasseltkade,209,,,Amsterdam,1032LP,POINT (122325.37713253341 489677.82079090265)
inspireadressen.10670,Johan van Hasseltkade,203,A,,Amsterdam,1032LP,POINT (122329.08142772668 489705.6783699283)
inspireadressen.10671,van Ewijcksvaart,11,a,,Anna Paulowna,1761JS,POINT (120317.66047954041 544085.1469858864)
inspireadressen.10672,Johan van Hasseltkade,233,,,Amsterdam,1032LP,POINT (122245.42927389813 489728.0425496186)
inspireadressen.10673,Johan van Hasseltkade,237,A,,Amsterdam,1032LP,POINT (122218.62196976696 489778.3287203333)
inspireadressen.10674,Johan van Hasseltkade,237,B,,Amsterdam,1032LP,POINT (122223.81565098048 489774.26023009897)
inspireadressen.10675,Johan van Hasseltkade,225,B,,Amsterdam,1032LP,POINT (122262.9135 489750.9904999999)
inspireadressen.10676,Johan van Hasseltkade,235,,,Amsterdam,1032LP,POINT (122231.73611382727 489737.00992612046)
inspireadressen.10677,Willem de Zwijgerlaan,262,,,Amsterdam,1055RE,POINT (119312.78270355132 487967.1455521532)
inspireadressen.10678,Kanaaldijk,103,c,,West-Graftdijk,1486MH,POINT (114739.77198938685 507656.1046892802)
inspireadressen.10679,Noorderstraat,17,b,,West-Graftdijk,1486MX,POINT (114730.37450000003 507816.30350000004)
inspireadressen.10680,Noorderstraat,17,d,,West-Graftdijk,1486MX,POINT (114695.10650000002 507837.92350000015)
inspireadressen.10681,De Meelzak,12,,,De Rijp,1483AV,POINT (118733.11934788105 507995.6717359811)
inspireadressen.10682,Noorderstraat,17,a,,West-Graftdijk,1486MX,POINT (114743.35613603673 507804.51783688006)
inspireadressen.10683,Noorderstraat,77,a,,West-Graftdijk,1486MZ,POINT (114728.0483995513 508119.0020513451)
inspireadressen.10684,Kanaaldijk,104,,,West-Graftdijk,1486MH,POINT (114752.9225 507678.36350000004)
inspireadressen.10685,Kanaaldijk,104,a,,West-Graftdijk,1486MH,POINT (114749.04750000002 507700.2714999999)
inspireadressen.10686,Johan van Hasseltkade,231,A,,Amsterdam,1032LP,POINT (122242.67737104463 489748.5893179211)
inspireadressen.10687,van Ewijcksvaart,10,a,,Anna Paulowna,1761JS,POINT (120253.06324911835 544094.2369116846)
inspireadressen.10688,van Ewijcksvaart,10,b,,Anna Paulowna,1761JS,POINT (120285.39517073981 544087.5247558827)
inspireadressen.10689,Mauritskade,1,E,,Amsterdam,1091EW,POINT (122305.40409168041 485887.9143199535)
inspireadressen.10690,Boeierspad,4,A,,Amsterdam,1081KE,POINT (118646.42628274992 482864.85404548456)
inspireadressen.10691,Krijn Taconiskade,124,A,,Amsterdam,1087HV,POINT (128871.14700000003 485102.341)
inspireadressen.10692,Keizersgracht,105,W,,Amsterdam,1015CH,POINT (120988.1814142112 487810.4909490695)
inspireadressen.10693,Johan van Hasseltkade,251,,,Amsterdam,1032LP,POINT (122167.84935999895 489812.0571700032)
inspireadressen.10694,Johan van Hasseltkade,255,A,,Amsterdam,1032LP,POINT (122162.4684267201 489804.75543233776)
inspireadressen.10695,Johan van Hasseltkade,255,B,,Amsterdam,1032LP,POINT (122157.74770179878 489798.9610007112)
inspireadressen.10696,Johan van Hasseltkade,259,,,Amsterdam,1032LP,POINT (122152.91033073934 489787.79439425515)
inspireadressen.10697,Johan van Hasseltkade,203,B,,Amsterdam,1032LP,POINT (122323.51170814288 489709.79655122233)
inspireadressen.10698,Johan van Hasseltkade,257,,,Amsterdam,1032LP,POINT (122165.16214893616 489780.48154667)
inspireadressen.10699,Johan van Hasseltkade,205,A,,Amsterdam,1032LP,POINT (122334.76044607844 489692.4954000539)
inspireadressen.10700,Johan van Hasseltkade,207,,,Amsterdam,1032LP,POINT (122318.55652337697 489697.9291617161)
inspireadressen.10701,Johan van Hasseltkade,217,,,Amsterdam,1032LP,POINT (122295.18563171203 489713.4707936532)
inspireadressen.10702,Johan van Hasseltkade,213,B,,Amsterdam,1032LP,POINT (122305.4379927917 489721.70742926974)
inspireadressen.10703,Johan van Hasseltkade,213,A,,Amsterdam,1032LP,POINT (122299.9784666475 489725.5155471421)
inspireadressen.10704,Johan van Hasseltkade,219,A,,Amsterdam,1032LP,POINT (122283.65551734903 489721.81459066685)
inspireadressen.10705,Johan van Hasseltkade,219,B,,Amsterdam,1032LP,POINT (122275.99848680075 489725.90355196403)
inspireadressen.10706,Johan van Hasseltkade,215,A,,Amsterdam,1032LP,POINT (122286.64507306585 489734.1696689329)
inspireadressen.10707,Johan van Hasseltkade,215,B,,Amsterdam,1032LP,POINT (122286.64507306585 489734.1696689329)
inspireadressen.10708,Johan van Hasseltkade,223,,,Amsterdam,1032LP,POINT (122270.6796745891 489712.52648603)
inspireadressen.10709,Prinsengracht,658,G,,Amsterdam,1017KW,POINT (121291.92143892986 486126.07214558293)
inspireadressen.10710,Oostdijk W,1,,,Zuidoostbeemster,1461DV,POINT (125610.56476805835 503382.61470733304)
inspireadressen.10711,Noorderstraat,17,c,,West-Graftdijk,1486MX,POINT (114718.1414302038 507830.14937576826)
inspireadressen.10712,Sluiskade,18,,,West-Graftdijk,1486MV,POINT (114747.4740968566 507736.16595028545)
inspireadressen.10713,Kanaaldijk,103,b,,West-Graftdijk,1486MH,POINT (114755.9552989064 507547.97815456835)
inspireadressen.10714,Sluisweg,20,b,,Anna Paulowna,1761JV,POINT (120510.24399655806 544383.7666131055)
inspireadressen.10715,Oostdijk W,14,,,Zuidoostbeemster,1461DV,POINT (125400.54632786094 503162.1156518761)
inspireadressen.10716,van Ewijcksvaart,9,a,,Anna Paulowna,1761JS,POINT (120193.63149574121 544089.074058743)
inspireadressen.10717,Oostdijk W,23,,,Zuidoostbeemster,1461DV,POINT (125260.34062910263 503029.47186723497)
inspireadressen.10718,Oostdijk W,25,,,Zuidoostbeemster,1461DV,POINT (125233.44651207626 502989.9184834193)
inspireadressen.10719,Oostdijk W,22,,,Zuidoostbeemster,1461DV,POINT (125269.58550000002 503046.662)
inspireadressen.10720,van Ewijcksvaart,9,b,,Anna Paulowna,1761JS,POINT (120223.33061521481 544099.345698712)
inspireadressen.10721,Oostdijk W,21,,,Zuidoostbeemster,1461DV,POINT (125280.74717860328 503063.6917192428)
inspireadressen.10722,Oostdijk W,7,,,Zuidoostbeemster,1461DV,POINT (125529.2535 503234.582)
inspireadressen.10723,Oostdijk W,13,,,Zuidoostbeemster,1461DV,POINT (125421.62133790509 503173.669353472)
inspireadressen.10724,Oostdijk W,3,,,Zuidoostbeemster,1461DV,POINT (125607.39000000001 503336.0245)
inspireadressen.10725,Oostdijk W,6,,,Zuidoostbeemster,1461DV,POINT (125551.11750000001 503248.39700000006)
inspireadressen.10726,Oostdijk W,8,,,Zuidoostbeemster,1461DV,POINT (125506.54316770076 503220.1573690608)
inspireadressen.10727,Oostdijk W,10,,,Zuidoostbeemster,1461DV,POINT (125472.33484705073 503200.62871150323)
inspireadressen.10728,Oostdijk W,12,,,Zuidoostbeemster,1461DV,POINT (125438.36515707444 503184.26098707377)
inspireadressen.10729,Oostdijk W,16,,,Zuidoostbeemster,1461DV,POINT (125356.93235864142 503139.4971610389)
inspireadressen.10730,Oostdijk W,18,,,Zuidoostbeemster,1461DV,POINT (125319.89499999997 503115.17449999996)
inspireadressen.10731,Oostdijk W,29,,,Zuidoostbeemster,1461DV,POINT (125172.179 502896.9995)
inspireadressen.10732,Oostdijk W,17,,,Zuidoostbeemster,1461DV,POINT (125337.7565 503128.5679999999)
inspireadressen.10733,Hargervaart,1,W,,Schoorl,1871PL,POINT (106022.87709836029 526727.5093076214)
inspireadressen.10734,Hargervaart,2,W,,Schoorl,1871PL,POINT (106034.02987557753 526748.9426054307)
inspireadressen.10735,Hargervaart,3,W,,Schoorl,1871PL,POINT (106045.4101954423 526769.1340757273)
inspireadressen.10736,Koogerweg,1,W,,Schoorl,1871PT,POINT (106485.93660327588 528540.6585446462)
inspireadressen.10737,Ringvaart,1,,,Beverwijk,1948PG,POINT (106393.91641563973 498676.6723072072)
inspireadressen.10738,Ringvaart,3,,,Beverwijk,1948PG,POINT (106388.1082587731 498661.0172173073)
inspireadressen.10739,Ringvaart,5,,,Beverwijk,1948PG,POINT (106382.41718568526 498646.1586853713)
inspireadressen.10740,Ringvaart,6,,,Beverwijk,1948PG,POINT (106384.35505970968 498628.6158109291)
